InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice
INV-0308-020,2025-11-12,C0308,India,SKU-998,LED Bulb,1,390.76
INV-0308-021,2025-06-19,C0308,Germany,SKU-686,Notebook Pack,3,77.83
INV-0308-022,2025-08-21,C0308,Germany,SKU-655,Backpack,1,181.23
INV-0309-001,2025-02-19,C0309,USA,SKU-380,Cotton T-Shirt,5,31.0
INV-0309-002,2025-11-25,C0309,India,SKU-446,Phone Case,3,59.27
INV-0309-003,2025-06-11,C0309,India,SKU-311,Phone Case,5,36.09
INV-0309-004,2025-08-23,C0309,India,SKU-620,Cotton T-Shirt,3,24.51
INV-0309-005,2025-05-13,C0309,India,SKU-127,Phone Case,5,27.16
INV-0309-006,2025-06-25,C0309,United Kingdom,SKU-780,Desk Organizer,1,190.38
INV-0309-007,2025-08-19,C0309,India,SKU-743,Wireless Mouse,4,26.03
INV-0309-008,2025-04-06,C0309,India,SKU-312,LED Bulb,2,29.65
INV-0309-009,2025-08-15,C0309,India,SKU-598,Notebook Pack,2,27.55
INV-0309-010,2025-05-01,C0309,Germany,SKU-161,Wireless Mouse,1,88.53
INV-0310-001,2025-02-10,C0310,India,SKU-849,LED Bulb,2,83.22
INV-0310-002,2024-07-14,C0310,Germany,SKU-244,Phone Case,3,57.66
INV-0310-003,2025-02-17,C0310,United Kingdom,SKU-104,Water Bottle,1,346.86
INV-0310-004,2024-09-24,C0310,India,SKU-553,Yoga Mat,2,73.67
INV-0310-005,2024-09-19,C0310,United Kingdom,SKU-419,Yoga Mat,5,66.51
INV-0310-006,2025-04-24,C0310,India,SKU-916,Desk Organizer,2,92.44
INV-0310-007,2024-12-18,C0310,India,SKU-475,Notebook Pack,5,52.05
INV-0310-008,2024-07-11,C0310,Germany,SKU-809,Yoga Mat,3,59.05
INV-0310-009,2024-10-09,C0310,India,SKU-103,Wireless Mouse,2,100.32
INV-0311-001,2024-12-25,C0311,India,SKU-237,Notebook Pack,2,29.65
INV-0311-002,2025-05-22,C0311,India,SKU-898,Backpack,3,34.55
INV-0311-003,2025-02-19,C0311,India,SKU-544,Backpack,3,33.53
INV-0311-004,2024-10-17,C0311,India,SKU-531,Water Bottle,3,35.22
INV-0311-005,2024-11-23,C0311,India,SKU-678,Desk Organizer,4,28.38
INV-0311-006,2025-05-31,C0311,India,SKU-745,Water Bottle,3,23.61
INV-0311-007,2024-11-04,C0311,India,SKU-698,Desk Organizer,2,44.13
INV-0312-001,2024-12-06,C0312,India,SKU-673,Phone Case,2,10.16
INV-0312-002,2025-08-17,C0312,India,SKU-565,Wireless Mouse,1,30.51
INV-0312-003,2024-10-30,C0312,India,SKU-973,Notebook Pack,4,12.58
INV-0313-001,2025-12-12,C0313,India,SKU-699,Cotton T-Shirt,3,148.59
INV-0313-002,2025-12-14,C0313,USA,SKU-656,Backpack,5,97.35
INV-0313-003,2025-08-17,C0313,USA,SKU-133,Yoga Mat,5,63.93
INV-0313-004,2025-03-25,C0313,United Kingdom,SKU-813,Wireless Mouse,3,98.86
INV-0313-005,2025-11-15,C0313,India,SKU-144,Phone Case,4,75.07
INV-0313-006,2025-11-15,C0313,Germany,SKU-794,LED Bulb,5,104.59
INV-0313-007,2025-09-02,C0313,India,SKU-438,Notebook Pack,5,39.87
INV-0313-008,2025-10-24,C0313,India,SKU-271,Water Bottle,1,413.57
INV-0313-009,2025-08-26,C0313,India,SKU-240,Yoga Mat,5,52.13
INV-0313-010,2025-10-11,C0313,United Kingdom,SKU-305,Yoga Mat,5,88.92
INV-0313-011,2025-09-29,C0313,Germany,SKU-290,Yoga Mat,5,29.32
INV-0313-012,2025-10-01,C0313,Germany,SKU-345,Wireless Mouse,3,97.36
INV-0313-013,2025-05-20,C0313,United Kingdom,SKU-214,Phone Case,4,46.75
INV-0313-014,2025-09-24,C0313,India,SKU-383,Notebook Pack,1,204.07
INV-0313-015,2025-12-29,C0313,United Kingdom,SKU-123,Yoga Mat,2,163.43
INV-0313-016,2025-07-24,C0313,United Kingdom,SKU-635,Yoga Mat,2,195.87
INV-0313-017,2025-04-23,C0313,USA,SKU-455,Yoga Mat,5,98.42
INV-0314-001,2025-03-12,C0314,United Kingdom,SKU-368,LED Bulb,3,52.74
INV-0314-002,2025-05-30,C0314,USA,SKU-728,Cotton T-Shirt,2,109.54
INV-0314-003,2025-06-24,C0314,United Kingdom,SKU-853,Desk Organizer,3,72.82
INV-0314-004,2025-12-04,C0314,United Kingdom,SKU-798,Phone Case,5,38.81
INV-0314-005,2025-11-13,C0314,India,SKU-253,LED Bulb,4,52.9
INV-0314-006,2025-11-20,C0314,USA,SKU-153,Water Bottle,4,21.09
INV-0315-001,2025-06-05,C0315,United Kingdom,SKU-837,Backpack,2,26.45
INV-0315-002,2025-09-27,C0315,India,SKU-607,Cotton T-Shirt,3,22.7
INV-0315-003,2025-10-16,C0315,Germany,SKU-308,Backpack,2,51.02
INV-0315-004,2025-08-24,C0315,United Kingdom,SKU-824,LED Bulb,1,61.58
INV-0315-005,2025-10-08,C0315,United Kingdom,SKU-997,Desk Organizer,2,74.21
INV-0315-006,2025-08-29,C0315,United Kingdom,SKU-981,Backpack,5,16.31
INV-0315-007,2025-10-28,C0315,India,SKU-515,Yoga Mat,5,8.59
INV-0315-008,2025-06-30,C0315,USA,SKU-781,Wireless Mouse,1,114.69
INV-0316-001,2025-04-17,C0316,United Kingdom,SKU-276,Notebook Pack,3,218.24
INV-0316-002,2025-08-31,C0316,India,SKU-835,Coffee Beans 500g,2,234.95
INV-0316-003,2025-04-30,C0316,Germany,SKU-293,Backpack,2,216.66
INV-0316-004,2025-05-21,C0316,India,SKU-357,Wireless Mouse,4,71.94
INV-0316-005,2025-09-09,C0316,India,SKU-891,Coffee Beans 500g,3,162.45
INV-0316-006,2025-07-05,C0316,United Kingdom,SKU-220,LED Bulb,5,37.32
INV-0316-007,2025-12-07,C0316,USA,SKU-417,LED Bulb,3,86.8
INV-0316-008,2025-02-08,C0316,India,SKU-121,Phone Case,4,130.38
INV-0316-009,2025-06-16,C0316,United Kingdom,SKU-604,Notebook Pack,4,91.46
INV-0316-010,2025-05-02,C0316,USA,SKU-758,LED Bulb,5,117.98
INV-0316-011,2025-07-16,C0316,India,SKU-139,Backpack,3,198.13
INV-0316-012,2025-09-28,C0316,India,SKU-182,Water Bottle,5,60.26
INV-0317-001,2025-12-17,C0317,India,SKU-433,Coffee Beans 500g,5,13.29
INV-0317-002,2025-04-03,C0317,India,SKU-673,Phone Case,3,23.65
INV-0317-003,2025-10-20,C0317,United Kingdom,SKU-348,Yoga Mat,4,17.17
INV-0317-004,2025-09-04,C0317,India,SKU-346,Backpack,4,11.22
INV-0317-005,2025-11-10,C0317,India,SKU-921,LED Bulb,1,113.99
INV-0317-006,2025-03-16,C0317,India,SKU-650,Yoga Mat,2,50.02
INV-0317-007,2025-03-04,C0317,India,SKU-566,Water Bottle,1,47.7
INV-0317-008,2025-10-26,C0317,India,SKU-349,Backpack,5,13.67
INV-0318-001,2025-03-08,C0318,United Kingdom,SKU-667,Notebook Pack,2,70.74
INV-0318-002,2025-05-03,C0318,India,SKU-543,Cotton T-Shirt,4,30.94
INV-0318-003,2025-11-10,C0318,India,SKU-704,Phone Case,1,77.17
INV-0318-004,2025-09-11,C0318,India,SKU-472,LED Bulb,2,61.57
INV-0318-005,2025-03-26,C0318,India,SKU-700,Notebook Pack,4,31.57
INV-0318-006,2025-03-06,C0318,India,SKU-622,Coffee Beans 500g,2,19.18
INV-0318-007,2025-12-05,C0318,India,SKU-936,Water Bottle,4,31.45
INV-0318-008,2025-11-29,C0318,United Kingdom,SKU-469,Cotton T-Shirt,2,55.25
INV-0318-009,2025-02-08,C0318,India,SKU-573,Phone Case,3,48.52
INV-0318-010,2025-06-04,C0318,India,SKU-295,Phone Case,2,60.39
INV-0319-001,2025-08-12,C0319,India,SKU-371,Backpack,2,62.07
INV-0319-002,2025-09-04,C0319,India,SKU-395,Yoga Mat,3,22.43
INV-0319-003,2025-02-26,C0319,Germany,SKU-844,Wireless Mouse,1,98.23
INV-0319-004,2025-04-29,C0319,India,SKU-458,Water Bottle,5,19.08
INV-0319-005,2025-11-16,C0319,United Kingdom,SKU-284,Yoga Mat,3,20.16
INV-0319-006,2025-09-30,C0319,India,SKU-189,Wireless Mouse,3,48.12
INV-0319-007,2025-11-21,C0319,India,SKU-878,Backpack,2,90.52
INV-0319-008,2025-06-06,C0319,United Kingdom,SKU-698,Cotton T-Shirt,2,56.82
INV-0319-009,2025-11-29,C0319,India,SKU-451,Notebook Pack,1,80.78
INV-0319-010,2025-04-22,C0319,USA,SKU-858,Desk Organizer,1,82.74
INV-0320-001,2025-04-18,C0320,India,SKU-977,Notebook Pack,3,3.77
INV-0320-002,2025-08-19,C0320,USA,SKU-957,Water Bottle,4,3.26
INV-0320-003,2025-07-23,C0320,United Kingdom,SKU-269,Coffee Beans 500g,3,6.9
INV-0320-004,2025-05-12,C0320,Germany,SKU-736,Phone Case,3,5.67
INV-0320-005,2025-01-16,C0320,USA,SKU-313,Coffee Beans 500g,3,10.02
INV-0320-006,2025-10-10,C0320,India,SKU-482,Cotton T-Shirt,4,8.22
INV-0321-001,2024-11-18,C0321,USA,SKU-217,Backpack,2,6.73
INV-0321-002,2025-05-20,C0321,India,SKU-404,Notebook Pack,2,14.9
INV-0321-003,2024-11-28,C0321,India,SKU-986,Backpack,1,31.01
INV-0321-004,2025-05-01,C0321,India,SKU-184,Desk Organizer,4,7.19
INV-0321-005,2025-08-30,C0321,United Kingdom,SKU-955,Coffee Beans 500g,1,10.77
INV-0321-006,2025-02-22,C0321,United Kingdom,SKU-621,Wireless Mouse,3,3.57
INV-0322-001,2025-02-19,C0322,United Kingdom,SKU-534,LED Bulb,4,9.45
INV-0322-002,2025-08-13,C0322,India,SKU-642,Coffee Beans 500g,1,82.39
INV-0322-003,2025-09-13,C0322,Germany,SKU-141,Backpack,4,21.45
INV-0322-004,2025-02-05,C0322,India,SKU-346,Notebook Pack,2,58.56
INV-0322-005,2025-09-14,C0322,Germany,SKU-974,Backpack,3,28.52
INV-0322-006,2025-08-23,C0322,Germany,SKU-900,Yoga Mat,3,39.51
INV-0323-001,2025-08-01,C0323,India,SKU-988,Backpack,1,45.31
INV-0324-001,2025-09-03,C0324,India,SKU-313,Desk Organizer,2,96.05
INV-0324-002,2025-10-18,C0324,Germany,SKU-409,Yoga Mat,5,35.53
INV-0324-003,2025-08-20,C0324,United Kingdom,SKU-331,Notebook Pack,2,80.33
INV-0324-004,2025-06-27,C0324,India,SKU-293,Water Bottle,3,57.94
INV-0324-005,2025-10-24,C0324,India,SKU-542,Phone Case,4,23.95
INV-0324-006,2025-09-13,C0324,India,SKU-467,Phone Case,3,17.12
INV-0324-007,2025-06-13,C0324,Germany,SKU-864,Desk Organizer,1,68.74
INV-0324-008,2025-10-01,C0324,India,SKU-111,Water Bottle,5,28.53
INV-0325-001,2025-09-05,C0325,India,SKU-570,Water Bottle,2,6.95
INV-0325-002,2025-09-14,C0325,India,SKU-693,Phone Case,4,5.16
INV-0326-001,2025-07-01,C0326,India,SKU-683,Water Bottle,3,46.9
INV-0326-002,2025-10-07,C0326,India,SKU-973,Yoga Mat,3,28.54
INV-0326-003,2025-08-29,C0326,India,SKU-976,LED Bulb,5,8.17
INV-0326-004,2025-10-20,C0326,India,SKU-353,Coffee Beans 500g,3,33.97
INV-0326-005,2025-06-01,C0326,United Kingdom,SKU-140,Backpack,2,41.65
INV-0326-006,2025-03-30,C0326,India,SKU-368,Backpack,1,88.14
INV-0326-007,2025-10-02,C0326,India,SKU-894,LED Bulb,4,36.27
INV-0326-008,2025-07-08,C0326,Germany,SKU-922,Phone Case,5,8.33
INV-0326-009,2025-08-04,C0326,India,SKU-277,Wireless Mouse,5,7.72
INV-0326-010,2025-02-04,C0326,India,SKU-482,Cotton T-Shirt,1,52.6
INV-0327-001,2025-02-14,C0327,United Kingdom,SKU-364,Notebook Pack,1,151.35
INV-0327-002,2025-04-21,C0327,USA,SKU-689,Coffee Beans 500g,1,161.03
INV-0327-003,2025-07-06,C0327,USA,SKU-838,LED Bulb,3,24.02
INV-0327-004,2025-03-07,C0327,Germany,SKU-648,Desk Organizer,3,52.16
INV-0327-005,2025-04-23,C0327,India,SKU-229,Backpack,3,43.68
INV-0327-006,2025-08-10,C0327,Germany,SKU-907,Desk Organizer,3,40.47
INV-0327-007,2025-08-27,C0327,Germany,SKU-716,Water Bottle,1,171.17
INV-0328-001,2024-10-22,C0328,India,SKU-354,Coffee Beans 500g,3,52.4
INV-0328-002,2024-10-27,C0328,India,SKU-159,Water Bottle,3,26.56
INV-0328-003,2025-05-01,C0328,Germany,SKU-823,Phone Case,5,18.25
INV-0328-004,2025-01-13,C0328,India,SKU-793,Yoga Mat,1,191.69
INV-0328-005,2024-12-15,C0328,USA,SKU-815,Water Bottle,4,42.92
INV-0328-006,2025-03-10,C0328,India,SKU-918,LED Bulb,3,50.08
INV-0329-001,2024-12-05,C0329,India,SKU-458,Desk Organizer,3,63.13
INV-0329-002,2024-10-26,C0329,India,SKU-402,Water Bottle,5,24.8
INV-0329-003,2025-04-01,C0329,India,SKU-427,Backpack,2,86.11
INV-0329-004,2025-06-23,C0329,United Kingdom,SKU-869,Cotton T-Shirt,4,47.42
INV-0329-005,2024-11-22,C0329,United Kingdom,SKU-182,LED Bulb,1,63.09
INV-0329-006,2025-07-09,C0329,India,SKU-197,Coffee Beans 500g,2,99.61
INV-0329-007,2025-02-17,C0329,India,SKU-693,Water Bottle,4,40.1
INV-0329-008,2025-01-27,C0329,USA,SKU-981,Desk Organizer,1,87.45
INV-0330-001,2024-11-13,C0330,United Kingdom,SKU-126,Notebook Pack,3,48.76
INV-0330-002,2024-11-05,C0330,India,SKU-567,Coffee Beans 500g,5,29.56
INV-0330-003,2025-08-15,C0330,India,SKU-852,Yoga Mat,1,102.29
INV-0330-004,2025-05-20,C0330,India,SKU-399,Phone Case,2,52.32
INV-0331-001,2025-08-28,C0331,USA,SKU-576,LED Bulb,4,12.61
INV-0332-001,2025-06-17,C0332,India,SKU-205,Cotton T-Shirt,4,101.41
INV-0332-002,2025-11-21,C0332,United Kingdom,SKU-329,Wireless Mouse,4,102.23
INV-0332-003,2025-04-03,C0332,India,SKU-446,Wireless Mouse,4,117.14
INV-0332-004,2025-10-20,C0332,United Kingdom,SKU-371,Cotton T-Shirt,2,106.89
INV-0332-005,2025-08-24,C0332,Germany,SKU-993,Water Bottle,1,485.09
INV-0332-006,2025-04-24,C0332,India,SKU-798,Notebook Pack,3,96.88
INV-0332-007,2025-03-03,C0332,USA,SKU-425,Phone Case,1,480.84
INV-0332-008,2025-05-12,C0332,United Kingdom,SKU-874,Desk Organizer,2,217.49
INV-0332-009,2025-07-31,C0332,India,SKU-123,Wireless Mouse,5,51.66
INV-0332-010,2025-05-07,C0332,USA,SKU-857,Cotton T-Shirt,2,169.11
INV-0332-011,2025-12-06,C0332,USA,SKU-487,LED Bulb,3,90.18
INV-0332-012,2025-03-17,C0332,USA,SKU-211,LED Bulb,1,208.98
INV-0333-001,2025-09-05,C0333,India,SKU-586,Cotton T-Shirt,3,35.25
INV-0333-002,2025-05-08,C0333,USA,SKU-924,LED Bulb,4,64.86
INV-0333-003,2025-11-21,C0333,United Kingdom,SKU-384,LED Bulb,5,75.83
INV-0333-004,2025-10-12,C0333,USA,SKU-493,Coffee Beans 500g,2,186.5
INV-0333-005,2025-11-23,C0333,India,SKU-890,Water Bottle,2,158.23
INV-0333-006,2025-04-01,C0333,India,SKU-279,Water Bottle,5,26.42
INV-0333-007,2025-08-07,C0333,USA,SKU-642,Coffee Beans 500g,3,46.98
INV-0333-008,2025-07-28,C0333,USA,SKU-569,LED Bulb,3,127.65
INV-0333-009,2025-02-15,C0333,India,SKU-267,LED Bulb,1,211.77
INV-0333-010,2025-06-05,C0333,United Kingdom,SKU-650,Notebook Pack,4,70.46
INV-0333-011,2025-03-15,C0333,Germany,SKU-418,Yoga Mat,3,129.09
INV-0333-012,2025-02-22,C0333,United Kingdom,SKU-770,Yoga Mat,5,61.3
INV-0333-013,2025-03-22,C0333,India,SKU-483,Wireless Mouse,2,190.94
INV-0333-014,2025-02-11,C0333,United Kingdom,SKU-933,Desk Organizer,1,293.01
INV-0333-015,2025-07-07,C0333,United Kingdom,SKU-596,Coffee Beans 500g,3,94.89
INV-0333-016,2025-05-28,C0333,United Kingdom,SKU-428,Notebook Pack,2,54.39
INV-0333-017,2025-12-06,C0333,United Kingdom,SKU-539,Notebook Pack,5,39.36
INV-0333-018,2025-12-04,C0333,United Kingdom,SKU-499,Notebook Pack,2,102.46
INV-0333-019,2025-03-22,C0333,India,SKU-138,Phone Case,1,146.68
INV-0333-020,2025-09-22,C0333,India,SKU-115,LED Bulb,5,22.1
INV-0333-021,2025-12-11,C0333,India,SKU-563,Coffee Beans 500g,4,30.16
INV-0333-022,2025-02-28,C0333,Germany,SKU-387,Cotton T-Shirt,5,73.83
INV-0333-023,2025-05-30,C0333,USA,SKU-847,Coffee Beans 500g,4,62.99
INV-0333-024,2025-03-15,C0333,India,SKU-328,Backpack,1,131.45
INV-0333-025,2025-05-02,C0333,India,SKU-132,Wireless Mouse,1,270.97
INV-0333-026,2025-02-20,C0333,United Kingdom,SKU-362,Notebook Pack,4,52.11
INV-0334-001,2025-02-20,C0334,India,SKU-348,Water Bottle,5,83.23
INV-0334-002,2025-04-19,C0334,USA,SKU-931,Yoga Mat,3,46.44
INV-0334-003,2025-10-07,C0334,USA,SKU-732,Yoga Mat,5,65.95
INV-0334-004,2025-12-13,C0334,India,SKU-920,Cotton T-Shirt,3,68.32
INV-0334-005,2025-02-12,C0334,India,SKU-370,Water Bottle,2,243.65
INV-0334-006,2025-02-22,C0334,United Kingdom,SKU-695,Water Bottle,1,332.1
INV-0334-007,2025-10-04,C0334,USA,SKU-211,Cotton T-Shirt,1,456.49
INV-0334-008,2025-03-06,C0334,India,SKU-844,Cotton T-Shirt,1,217.23
INV-0334-009,2025-05-29,C0334,United Kingdom,SKU-680,Desk Organizer,3,78.98
INV-0334-010,2025-07-14,C0334,United Kingdom,SKU-760,Coffee Beans 500g,3,161.82
INV-0334-011,2025-10-16,C0334,United Kingdom,SKU-827,LED Bulb,1,352.4
INV-0334-012,2025-07-24,C0334,India,SKU-363,Coffee Beans 500g,5,89.86
INV-0334-013,2025-02-25,C0334,India,SKU-909,Water Bottle,5,62.47
INV-0334-014,2025-05-30,C0334,India,SKU-515,Coffee Beans 500g,2,101.0
INV-0334-015,2025-05-09,C0334,India,SKU-640,Water Bottle,2,181.74
INV-0335-001,2025-01-27,C0335,United Kingdom,SKU-594,Notebook Pack,1,137.51
INV-0335-002,2024-09-26,C0335,India,SKU-209,Water Bottle,1,174.67
INV-0335-003,2025-06-22,C0335,United Kingdom,SKU-163,Coffee Beans 500g,1,86.75
INV-0335-004,2024-09-14,C0335,India,SKU-445,Yoga Mat,5,21.67
INV-0335-005,2024-11-26,C0335,USA,SKU-706,Notebook Pack,1,282.51
INV-0335-006,2025-05-02,C0335,India,SKU-723,Notebook Pack,3,34.55
INV-0335-007,2025-04-29,C0335,USA,SKU-704,Notebook Pack,2,116.99
INV-0336-001,2025-06-15,C0336,India,SKU-652,Yoga Mat,1,483.6
INV-0336-002,2025-06-08,C0336,India,SKU-183,Backpack,2,162.38
INV-0336-003,2025-11-18,C0336,India,SKU-731,LED Bulb,3,78.89
INV-0336-004,2025-05-08,C0336,India,SKU-461,Notebook Pack,2,203.12
INV-0336-005,2025-04-07,C0336,India,SKU-618,Backpack,4,44.24
INV-0336-006,2025-03-18,C0336,India,SKU-130,Water Bottle,4,149.07
INV-0336-007,2025-11-24,C0336,India,SKU-827,Notebook Pack,4,56.26
INV-0336-008,2025-09-16,C0336,United Kingdom,SKU-244,Backpack,5,97.63
INV-0336-009,2025-06-09,C0336,India,SKU-153,Backpack,2,98.4
INV-0336-010,2025-08-12,C0336,Germany,SKU-594,Desk Organizer,4,45.3
INV-0336-011,2025-02-23,C0336,India,SKU-673,Backpack,2,202.86
INV-0336-012,2025-10-28,C0336,India,SKU-494,Phone Case,2,243.84
INV-0336-013,2025-09-19,C0336,Germany,SKU-883,Cotton T-Shirt,5,107.47
INV-0336-014,2025-05-07,C0336,India,SKU-718,Desk Organizer,3,140.17
INV-0336-015,2025-09-14,C0336,India,SKU-576,Phone Case,2,83.88
INV-0336-016,2025-04-24,C0336,Germany,SKU-278,Phone Case,1,359.05
INV-0336-017,2025-07-16,C0336,India,SKU-764,Water Bottle,3,122.64
INV-0336-018,2025-02-24,C0336,India,SKU-765,Yoga Mat,4,95.28
INV-0336-019,2025-12-05,C0336,India,SKU-150,Phone Case,2,201.15
INV-0336-020,2025-03-04,C0336,India,SKU-344,Desk Organizer,5,61.95
INV-0336-021,2025-07-10,C0336,India,SKU-489,Cotton T-Shirt,2,319.05
INV-0336-022,2025-09-10,C0336,India,SKU-560,Wireless Mouse,4,115.46
INV-0337-001,2025-04-25,C0337,United Kingdom,SKU-327,Wireless Mouse,3,43.45
INV-0337-002,2025-04-29,C0337,United Kingdom,SKU-327,Notebook Pack,3,17.21
INV-0337-003,2025-01-29,C0337,USA,SKU-602,Wireless Mouse,4,27.71
INV-0337-004,2025-09-03,C0337,India,SKU-384,Desk Organizer,3,29.42
INV-0337-005,2025-04-10,C0337,India,SKU-603,LED Bulb,4,32.39
INV-0337-006,2025-10-20,C0337,India,SKU-765,Coffee Beans 500g,4,13.87
INV-0337-007,2025-04-14,C0337,India,SKU-370,Desk Organizer,4,23.99
INV-0337-008,2025-02-18,C0337,USA,SKU-943,LED Bulb,4,24.82
INV-0337-009,2025-07-11,C0337,United Kingdom,SKU-184,Coffee Beans 500g,1,179.15
INV-0337-010,2025-05-28,C0337,India,SKU-423,Water Bottle,2,55.08
INV-0337-011,2025-11-28,C0337,India,SKU-640,Yoga Mat,1,69.02
INV-0337-012,2025-05-21,C0337,India,SKU-443,LED Bulb,5,12.28
INV-0337-013,2025-02-09,C0337,India,SKU-388,Backpack,2,31.84
INV-0338-001,2025-06-28,C0338,India,SKU-711,Backpack,5,19.08
INV-0339-001,2025-06-17,C0339,India,SKU-217,Cotton T-Shirt,5,3.35
INV-0339-002,2025-07-06,C0339,India,SKU-678,Yoga Mat,1,12.48
INV-0339-003,2025-06-24,C0339,Germany,SKU-767,Desk Organizer,1,36.98
INV-0339-004,2025-02-09,C0339,India,SKU-578,Coffee Beans 500g,4,7.94
INV-0339-005,2025-06-29,C0339,India,SKU-715,Cotton T-Shirt,4,4.47
INV-0340-001,2025-09-30,C0340,India,SKU-518,Yoga Mat,3,32.3
INV-0340-002,2025-12-20,C0340,India,SKU-525,Yoga Mat,5,14.84
INV-0341-001,2025-04-11,C0341,USA,SKU-684,Backpack,1,58.99
INV-0341-002,2025-11-19,C0341,India,SKU-829,Wireless Mouse,1,17.25
INV-0341-003,2025-02-26,C0341,India,SKU-932,Wireless Mouse,1,19.07
INV-0341-004,2025-07-01,C0341,India,SKU-128,LED Bulb,2,18.73
INV-0341-005,2025-11-18,C0341,India,SKU-553,Backpack,4,7.05
INV-0341-006,2025-07-12,C0341,India,SKU-215,Cotton T-Shirt,2,27.8
INV-0342-001,2025-02-18,C0342,India,SKU-807,Cotton T-Shirt,3,19.84
INV-0342-002,2025-02-02,C0342,India,SKU-470,Yoga Mat,1,45.78
INV-0343-001,2025-06-26,C0343,India,SKU-700,LED Bulb,5,19.48
INV-0343-002,2025-11-06,C0343,India,SKU-319,Wireless Mouse,3,38.6
INV-0343-003,2025-10-29,C0343,Germany,SKU-607,Wireless Mouse,1,117.78
INV-0343-004,2025-04-03,C0343,India,SKU-201,Wireless Mouse,3,31.44
INV-0343-005,2025-07-20,C0343,Germany,SKU-963,Wireless Mouse,1,96.17
INV-0343-006,2025-08-24,C0343,India,SKU-322,Coffee Beans 500g,1,74.2
INV-0343-007,2025-04-15,C0343,India,SKU-989,Water Bottle,2,21.91
INV-0343-008,2025-06-22,C0343,USA,SKU-855,Desk Organizer,3,38.65
INV-0343-009,2025-06-28,C0343,United Kingdom,SKU-932,Backpack,5,9.23
INV-0344-001,2025-11-07,C0344,India,SKU-757,Cotton T-Shirt,1,50.94
INV-0344-002,2025-06-14,C0344,USA,SKU-611,LED Bulb,4,19.63
INV-0345-001,2025-03-09,C0345,USA,SKU-165,Phone Case,2,4.73
INV-0345-002,2025-07-14,C0345,Germany,SKU-124,Yoga Mat,5,1.72
INV-0345-003,2025-07-05,C0345,India,SKU-401,Yoga Mat,5,3.36
INV-0346-001,2025-02-18,C0346,United Kingdom,SKU-799,Coffee Beans 500g,2,14.48
INV-0346-002,2025-12-01,C0346,India,SKU-396,Wireless Mouse,1,15.88
INV-0346-003,2025-07-14,C0346,India,SKU-169,Wireless Mouse,1,30.71
INV-0346-004,2025-04-07,C0346,India,SKU-196,Coffee Beans 500g,1,23.16
INV-0346-005,2025-04-09,C0346,United Kingdom,SKU-951,Cotton T-Shirt,1,16.59
INV-0346-006,2025-05-10,C0346,India,SKU-374,Coffee Beans 500g,3,15.02
INV-0347-001,2025-02-10,C0347,Germany,SKU-821,Cotton T-Shirt,4,22.62
INV-0347-002,2025-12-05,C0347,India,SKU-487,Phone Case,5,5.44
INV-0348-001,2025-12-23,C0348,Germany,SKU-469,Wireless Mouse,2,210.38
INV-0348-002,2025-02-22,C0348,India,SKU-371,Wireless Mouse,1,263.48
INV-0348-003,2025-06-17,C0348,United Kingdom,SKU-185,Cotton T-Shirt,3,144.51
INV-0348-004,2025-09-23,C0348,United Kingdom,SKU-842,Phone Case,3,154.01
INV-0348-005,2025-05-01,C0348,India,SKU-199,Cotton T-Shirt,3,163.16
INV-0348-006,2025-03-07,C0348,United Kingdom,SKU-737,Desk Organizer,1,323.65
INV-0348-007,2025-08-10,C0348,India,SKU-995,Wireless Mouse,1,583.27
INV-0348-008,2025-06-04,C0348,Germany,SKU-689,LED Bulb,4,37.47
INV-0348-009,2025-07-06,C0348,India,SKU-212,Phone Case,2,147.15
INV-0348-010,2025-12-16,C0348,United Kingdom,SKU-274,Notebook Pack,3,71.14
INV-0348-011,2025-04-08,C0348,India,SKU-842,Backpack,1,255.5
INV-0348-012,2025-06-18,C0348,United Kingdom,SKU-560,Wireless Mouse,3,189.63
INV-0348-013,2025-11-14,C0348,India,SKU-583,LED Bulb,1,380.6
INV-0348-014,2025-10-20,C0348,USA,SKU-444,Backpack,5,57.37
INV-0348-015,2025-06-15,C0348,India,SKU-692,Coffee Beans 500g,2,177.13
INV-0348-016,2025-06-13,C0348,USA,SKU-460,Water Bottle,1,248.1
INV-0348-017,2025-02-14,C0348,USA,SKU-826,Yoga Mat,2,81.16
INV-0348-018,2025-07-29,C0348,USA,SKU-499,Wireless Mouse,2,252.45
INV-0349-001,2025-04-20,C0349,USA,SKU-193,Phone Case,2,30.54
INV-0349-002,2024-12-15,C0349,United Kingdom,SKU-943,Desk Organizer,5,21.89
INV-0349-003,2025-01-28,C0349,India,SKU-127,LED Bulb,1,58.35
INV-0349-004,2025-07-26,C0349,India,SKU-277,Water Bottle,5,12.11
INV-0350-001,2025-03-30,C0350,United Kingdom,SKU-392,Wireless Mouse,2,15.99
INV-0350-002,2025-10-04,C0350,India,SKU-799,Backpack,4,21.69
INV-0350-003,2025-03-05,C0350,India,SKU-872,LED Bulb,5,21.8
INV-0350-004,2025-05-06,C0350,India,SKU-400,LED Bulb,3,18.93
INV-0350-005,2025-10-30,C0350,Germany,SKU-941,LED Bulb,1,66.21
INV-0350-006,2025-08-14,C0350,United Kingdom,SKU-350,LED Bulb,5,6.11
INV-0350-007,2025-09-28,C0350,India,SKU-278,Desk Organizer,2,19.44
